index,time,S:Madeira__all,I:Madeira__all,R:Madeira__all,obs_mean:Madeira__ecdc__inc,obs_real:Madeira__ecdc__inc
45000,70,10498.9,887.207,255916,108.098,100.372
45000,77,10290.8,538.392,256473,63.7597,69.5613
45000,84,10439.6,372.42,256490,45.2887,23.428
45000,91,10615,228.5,256459,27.1947,26.2199
45000,98,10866.2,127.236,256309,14.942,12.7415
45000,105,11222.1,78.9257,256001,9.59453,9.50471
45000,112,11638,63.2244,255601,8.06446,8.94065
45000,119,12045.8,43.5657,255213,5.51429,4.24023
45050,0,21620.1,212.605,245469,0,0
45050,7,21725.5,235.994,245340,49.9769,47.5017
45050,14,21228.7,583.562,245490,127.962,118.418
45050,21,20404.3,886.906,246011,192.485,163.47
45050,28,19208.4,1186.25,246907,255.581,264.709
45050,35,17095.9,1689.65,248516,364.577,344.404
45050,42,15579.4,1503.2,250219,303.837,264.922
45050,49,14129.4,1381.33,251791,278.197,249.421
45050,56,12910.9,1333.11,253058,266.72,215.078
45050,63,12037.8,1078.38,254186,206.166,189.738
45050,70,11442.2,709.156,255151,127.529,107.546
45050,77,11214.2,430.907,255657,75.6429,71.1225
45050,84,11305,299.143,255698,53.754,45.7031
45050,91,11461.5,181.358,255659,31.9171,37.3272
45050,98,11711.4,96.9164,255494,16.8437,19.7393
45050,105,12068.4,58.8694,255175,10.5875,10.3548
45050,112,12479.5,49.2103,254773,9.24179,7.67077
45050,119,12884.6,33.6863,254384,6.25923,5.47134
45100,0,20108.3,211.77,246982,0,0
45100,7,20244.4,218.2,246839,50.5352,52.4194
45100,14,19838.2,524.082,246940,126.471,133.02
45100,21,19163.9,776.578,247362,185.437,209.589
45100,28,18165.8,1028.88,248107,243.997,225.253
45100,35,16336.3,1481.63,249484,352.318,362.223
45100,42,15094.4,1308.85,250899,291.826,264.429
45100,49,13867.9,1223.54,252211,273.148,289.691
45100,56,12746.5,1207.76,253348,268.291,270.745
45100,63,11939.3,990.432,254372,210.611,186.998
45100,70,11409.9,657.959,255234,132.021,144.758
45100,77,11217.2,401.401,255683,78.7623,94.6914
45100,84,11307.9,278.869,255715,56.0016,51.2259
45100,91,11475.2,168.496,255658,33.1612,35.6383
45100,98,11738.5,88.8543,255475,17.2813,21.7223
45100,105,12102,53.5676,255146,10.7887,13.5831
45100,112,12512.4,45.412,254744,9.54343,11.3777
45100,119,12919.2,31.023,254352,6.44507,9.44393
45150,0,34159,260.19,232883,0,0
45150,7,34131.1,340.614,232830,40.192,42.6529
45150,14,33150.1,917.541,233234,113.189,113.909
45150,21,31584.5,1475.98,234242,178.579,187.209
45150,28,29363.3,2044.62,235894,243.612,249.14
45150,35,25766.1,2886.2,238650,341.997,365.726
45150,42,23120.1,2656.56,241525,289.061,259.288
45150,49,20607.4,2449.08,244246,262.801,275.962
45150,56,18616.4,2294.26,246391,242.761,246.69
45150,63,17234.8,1859.27,248208,185.888,199.313
45150,70,16206.9,1266.49,249829,117.491,114.186
45150,77,15659.7,802.875,250839,71.8514,87.2542
45150,84,15594.1,553.223,251155,50.288,53.4974
45150,91,15604.4,344.877,251353,30.5249,28.0442
45150,98,15725.7,197.585,251379,17.1766,11.1039
45150,105,16006.3,121.761,251174,10.861,12.1733
45150,112,16396.5,91.3884,250814,8.51405,9.07456
45150,119,16775.3,61.9106,250465,5.71971,5.99052
45200,0,34387.9,248.357,232666,0,0
45200,7,34390.4,343.353,232568,35.0517,36.9416
45200,14,33399.1,979.09,232924,105.648,99.1427
45200,21,31764.1,1631.35,233907,171.324,158.884
45200,28,29391,2324.52,235586,238.892,230.753
45200,35,25590.2,3308.96,238403,336.171,364.028
45200,42,22713.1,3156.31,241433,290.072,297.097
45200,49,19974.6,2952.17,244375,264.704,276.705
45200,56,17838.3,2743.24,246721,240.392,257.413
45200,63,16362.8,2239.72,248700,183.364,204.31
45200,70,15254.9,1563.5,250484,117.259,128.904
45200,77,14635.5,1017.68,251649,72.9352,80.7676
45200,84,14511,703.68,252087,51.0382,52.9287
45200,91,14480.8,447.041,252374,31.4426,32.7121
45200,98,14570.8,264.709,252466,18.2413,10.0266
45200,105,14825.1,165.33,252312,11.6856,12.2093
45200,112,15196.9,120.271,251985,8.90907,10.4626
45200,119,15566.3,81.4362,251654,5.99403,4.29749
45250,0,11978,176.998,255147,0,0
45250,7,12217.8,170.343,254914,39.4918,42.0719
45250,14,11936.1,463.101,254903,115.202,92.2564
45250,21,11457,674.433,255171,164.821,126.905
45250,28,10704.6,883.607,255714,213.312,222.671
45250,35,9339.73,1246.28,256716,300.855,278.595
45250,42,8506.85,1049.15,257746,229.92,233.173
45250,49,7784.65,976.866,258540,215.632,204.814
45250,56,7247.93,984.048,259070,217.513,238.589
45250,63,6906.75,821.231,259574,172.509,187.858
45250,70,6721.74,561.574,260019,110.123,104.367
45250,77,6747.72,359.028,260195,68.8639,83.3489
45250,84,6936.42,260.16,260105,51.5918,56.283
45250,91,7188.97,164.001,259949,31.8714,35.9242
45250,98,7518.69,90.8392,259692,17.5033,16.9158
45250,105,7911.39,56.1259,259334,11.3244,9.84574
45250,112,8325.66,47.2488,258929,10.0769,9.93911
45250,119,8749.5,32.7766,258520,6.93732,2.99761
45300,0,23191.6,242.881,243868,0,0
45300,7,23356.7,201.277,243744,48.6285,38.0123
45300,14,23041.7,443.173,243817,114.634,107.437
45300,21,22572.6,603.309,244126,154.397,150.589
45300,28,21840,778.431,244684,198.11,219.153
45300,35,20372.1,1159.36,245771,297.462,287.928
45300,42,19558,983.377,246761,235.68,268.15
45300,49,18624.6,968.961,247708,236.194,233.283
45300,56,17562.3,1024.26,248715,249.932,294.963
45300,63,16844.6,872.93,249584,205.144,190.846
45300,70,16490,602.647,250209,135.17,150.994
45300,77,16416.2,380.194,250506,83.9979,106.246
45300,84,16509.3,267.193,250525,60.2335,63.2301
45300,91,16716.2,161.86,250424,35.8291,38.0406
45300,98,17022.3,84.0108,250196,18.3946,17.0757
45300,105,17397.6,49.678,249855,11.2103,19.192
45300,112,17795.7,42.4147,249464,9.92173,6.11898
45300,119,18200.6,28.6889,249073,6.61671,9.37071
45350,0,27250.6,242.225,239809,0,0
45350,7,27305.8,321.171,239675,38.5016,48.1099
45350,14,26539.2,858.879,239904,109.829,131.744
45350,21,25257,1401.13,240644,174.047,138.26
45350,28,23381.6,1975.81,241945,240.002,202.751
45350,35,20335.5,2802.88,244164,336.322,337.135
45350,42,18037.4,2678.36,246586,289.26,247.173
45350,49,15862.1,2514.99,248925,264.762,244.782
45350,56,14182.2,2353.67,250766,242.122,291.435
45350,63,13016,1937.3,252349,185.742,204.294
45350,70,12152.1,1363.66,253786,119.388,136.242
45350,77,11695.9,894.819,254711,74.8051,80.2434
45350,84,11638.7,623.346,255040,52.8871,58.2413
45350,91,11675.4,398.844,255228,32.8136,30.2102
45350,98,11823.7,237.332,255241,19.1469,15.3508
45350,105,12107.4,148.915,255046,12.386,18.6669
45350,112,12481.7,109.469,254711,9.6059,9.12778
45350,119,12861.4,74.6831,254366,6.5164,3.06611
45400,0,35518,256.321,231528,0,0
45400,7,35623.3,343.212,231335,26.6848,25.8451
45400,14,34946.5,928.512,231427,80.7638,78.767
45400,21,33738.4,1584.71,231979,131.403,143.251
45400,28,31836.5,2381.09,233084,190.679,194.544
45400,35,28587,3612.7,235102,285.203,285.689
45400,42,26049.7,3852.2,237400,267.497,285.502
45400,49,23288.8,4052.16,239961,273.261,299.497
45400,56,20576.4,4109.75,242616,265.164,293.08
45400,63,18457.8,3704.94,245139,217.11,269.153
45400,70,16837.1,2974.29,247491,155.686,158.101
45400,77,15678.4,2225.3,249398,108.012,127.79
45400,84,14997.6,1643.59,250661,77.8751,82.3405
45400,91,14560.1,1145.52,251596,51.5885,63.4729
45400,98,14341.4,760.91,252200,33.1254,31.975
45400,105,14349.3,507.748,252445,22.2726,21.3686
45400,112,14531.9,356,252414,16.1321,14.04
45400,119,14773.5,243.99,252285,11.0284,11.3277
45450,0,22961.6,194.016,244146,0,0
45450,7,23107,211.064,243984,38.1731,46.3539
45450,14,22531.1,607.626,244163,114.644,125.543
45450,21,21630.2,922.867,244749,171.863,152.755
45450,28,20317.8,1234.98,245749,227.751,195.095
45450,35,18045.8,1759.89,247496,324.884,327.238
45450,42,16539,1531.52,249231,262.385,269.053
45450,49,15089.4,1419.63,250793,243.496,257.091
45450,56,13855,1388.74,252058,237.15,202.193
45450,63,13023.5,1136.28,253142,185.255,204.322
45450,70,12471.6,763.548,254067,117.012,118.203
45450,77,12255.5,476.764,254570,71.2848,63.9307
45450,84,12337.3,334.933,254630,51.1801,34.968
45450,91,12487.2,206.496,254608,30.8652,34.9284
45450,98,12729.9,113.333,254459,16.7122,14.2142
45450,105,13078.1,69.4707,254154,10.5718,8.73478
45450,112,13482.2,56.6198,253763,8.99161,13.5365
45450,119,13883.5,38.7906,253380,6.09846,5.70775
45500,0,36469.2,229.948,230603,0,0
45500,7,36407.8,329.739,230564,42.4432,48.5565
45500,14,35301.4,955.27,231045,125.629,124.079
45500,21,33478.6,1591.45,232232,207.171,189.163
45500,28,30936.4,2216.92,234149,286.063,256.785
45500,35,26869.5,3089.92,237343,397.895,408.609
45500,42,23581.8,2810.42,240910,337.622,372.044
45500,49,20613.2,2468.01,244221,291.016,309.903
45500,56,18581.3,2227.53,246493,259.486,286.268
45500,63,17177.9,1735.83,248388,192.437,140.161
45500,70,16113.7,1119.29,250069,115.949,120.827
45500,77,15608.1,676.078,251018,67.965,63.2903
45500,84,15643.8,460.794,251197,47.2173,63.7561
45500,91,15705.6,279.877,251316,28.0364,27.9958
45500,98,15858.7,154.821,251288,15.2695,12.9972
45500,105,16171.4,94.6069,251036,9.57764,5.72832
45500,112,16591.8,73.398,250637,7.73454,5.11917
45500,119,16984.9,49.7024,250267,5.19318,3.00823
45550,0,24281,238.256,242783,0,0
45550,7,24481.4,277.628,242543,30.9017,33.0393
45550,14,24138.1,677.314,242487,87.3813,77.842
45550,21,23494.2,1074.71,242733,132.032,139.554
45550,28,22440.3,1542.34,243319,183.861,225.073
45550,35,20506.9,2314.7,244480,274.749,277.535
45550,42,19119.4,2398.64,245784,250.018,273.43
45550,49,17550.7,2526.58,247225,260.321,235.985
45550,56,15907.2,2627.91,248767,263.032,289.449
45550,63,14624,2421.13,250257,222.729,217.397
45550,70,13689.3,1980,251633,165.162,177.89
45550,77,13044.5,1511.86,252746,118.77,107.754
45550,84,12671.3,1140.78,253490,88.4043,104.027
45550,91,12480.1,806.238,254016,59.8846,52.135
45550,98,12456.8,536.595,254309,38.7898,41.3066
45550,105,12592.3,355.495,254354,26.0559,25.9227
45550,112,12842.9,248.473,254211,18.9426,10.7259
45550,119,13148.4,167.96,253986,12.7962,12.9435
45600,0,40325.6,176.043,226800,0,0
45600,7,40429.2,294.537,226578,25.6489,18.6598
45600,14,39520,1045.61,226736,97.8785,108.475
45600,21,37802.7,1984.69,227515,177.674,175.982
45600,28,35086.1,3149.84,229066,273.027,280.585
45600,35,30647.8,4803.67,231850,406.682,462.31
45600,42,26624.6,5348.83,235329,405.961,376.427
45600,49,22314.2,5534.85,239453,393.207,445.404
45600,56,18533.9,5224.23,243544,342.444,307.639
45600,63,15732.6,4315.48,247254,250.051,181.039
45600,70,13706.7,3111.77,250484,156.372,131.132
45600,77,12497.2,2079.5,252725,95.2983,112.826
45600,84,12027.2,1410.88,253864,63.7163,62.1499
45600,91,11776.6,908.299,254617,39.1379,37.4225
45600,98,11713.5,560.778,255028,23.4451,23.9125
45600,105,11865.7,355.568,255081,15.1911,15.6896
45600,112,12179.4,244.119,254878,10.9892,12.1133
45600,119,12511.5,163.2,254627,7.34952,8.87748
45650,0,24622.9,230.614,242449,0,0
45650,7,24570.5,330.078,242401,61.9302,51.1302
45650,14,23848,778.583,242675,148.008,131.733
45650,21,22604.7,1262.35,243435,238.65,203.406
45650,28,20812.7,1756.09,244733,330.489,390.811
45650,35,17756.5,2436.5,247109,458.564,457.829
45650,42,14845.7,2185.34,250271,383.096,433.086
45650,49,12572.8,1791.4,252938,304.636,353.655
45650,56,11419.7,1579.35,254303,265.998,253.025
45650,63,10634.8,1203.18,255464,193.409,163.209
45650,70,10061.8,754.166,256486,113.468,112.286
45650,77,9890.12,447.887,256964,65.778,53.9693
45650,84,10069.1,310.524,256922,46.9277,49.5878
45650,91,10263.3,188.308,256850,27.8964,23.6129
45650,98,10528.9,102.196,256671,14.9552,10.543
45650,105,10896.6,63.1526,256342,9.57918,8.43273
45650,112,11319.4,52.4404,255930,8.3293,9.07673
45650,119,11731.1,36.1267,255535,5.68787,4.31981
45700,0,50821.8,262.064,216218,0,0
45700,7,50830.4,302.881,216169,26.663,23.3378
45700,14,49789.9,891.274,216621,83.4583,86.1383
45700,21,48222.2,1407.24,217673,129.218,134.407
45700,28,45900,1982.9,219419,179.145,160.714
45700,35,41933.8,2958.21,222410,267.552,255.463
45700,42,39237,2742.21,225323,227.051,224.335
45700,49,36315,2699.19,228288,224.208,222.794
45700,56,33325,2702.97,231274,222.395,202.563
45700,63,31205.9,2290.48,233806,178.609,158.778
45700,70,29826.6,1650.02,235825,120.55,116.952
45700,77,28985.2,1107.15,237210,78.4233,67.1564
45700,84,28592,778.16,237932,55.5497,65.4133
45700,91,28389.1,500.197,238413,34.7902,41.903
45700,98,28354.2,297.402,238650,20.3296,8.67142
45700,105,28513.7,184.997,238603,12.8424,13.3248
45700,112,28818.4,133.818,238350,9.57221,5.73445
45700,119,29131.5,89.7714,238081,6.36656,8.52828
45750,0,47444.7,257.048,219600,0,0
45750,7,47394.7,341.725,219566,31.2063,33.6395
45750,14,46172.4,1031.04,220099,98.5435,67.4706
45750,21,44242,1701.68,221358,159.381,151.719
45750,28,41455.7,2415.14,223431,222.494,212.964
45750,35,36913.2,3499.06,226890,320.997,353.823
45750,42,33626.3,3276.77,230399,276.572,290.59
45750,49,30324.8,3104.94,233872,259.527,247.635
45750,56,27370.4,2953.78,236978,243.15,194.615
45750,63,25286.5,2420.66,239595,188.259,175.955
45750,70,23769.7,1680.83,241852,121.594,104.799
45750,77,22852.6,1083.07,243366,75.5119,103.174
45750,84,22557,743.042,244002,52.287,62.9707
45750,91,22382,465.327,244455,31.8538,30.0695
45750,98,22353.1,269.817,244679,18.1209,14.7248
45750,105,22546.3,165.911,244590,11.3501,7.20314
45750,112,22909.1,120.468,244272,8.53737,4.41338
45750,119,23253.9,80.6017,243968,5.66625,9.09038
45800,0,44281.9,263.297,222757,0,0
45800,7,44244.5,342.321,222715,35.9425,33.4584
45800,14,43189.6,954.924,223158,105.366,104.216
45800,21,41516.5,1553.36,224232,167.811,142.849
45800,28,39109,2191.69,226001,233.055,214.149
45800,35,35124.2,3187.77,228990,337.754,329.613
45800,42,32207.7,3038.89,232055,297.36,276.785
45800,49,29205.3,2923.48,235173,283.243,258.717
45800,56,26381,2812.28,238109,267.91,249.496
45800,63,24287.1,2328.45,240686,209.456,188.663
45800,70,22743.4,1628.92,242930,136.284,130.203
45800,77,21787.9,1049.37,244465,84.4962,80.3302
45800,84,21433.9,715.017,245153,58.0432,60.5647
45800,91,21233,445.131,245624,35.1382,23.1044
45800,98,21194.5,255.802,245852,19.8058,19.2812
45800,105,21379.6,156.021,245766,12.321,10.1616
45800,112,21731,113.496,245457,9.30416,11.9079
45800,119,22070.8,75.9087,245155,6.16903,4.01377
45850,0,14596.6,135.118,252570,0,0
45850,7,14892.9,115.535,252294,35.2611,30.2281
45850,14,14710,368.601,252223,119.223,91.5469
45850,21,14385,529.72,252387,169.411,159.464
45850,28,13826.3,697.663,252778,221.808,235.771
45850,35,12651.2,1035.61,253615,331.034,332.209
45850,42,11960.5,893.445,254448,267.577,285.256
45850,49,11232.4,860.037,255210,260.238,293.768
45850,56,10465.4,888.532,255948,268.494,257.379
45850,63,9937.27,746.466,256618,216.659,193.86
45850,70,9658.7,503.102,257140,138.67,138.889
45850,77,9633.49,308.251,257360,83.5617,86.9693
45850,84,9790.43,215.41,257296,59.9322,65.6527
45850,91,10030.4,128.615,257143,35.1721,44.3287
45850,98,10358.7,64.795,256879,17.5703,20.721
45850,105,10756.6,38.3467,256507,10.823,5.00781
45850,112,11175.7,34.3797,256092,10.1142,13.5178
45850,119,11596.5,23.3348,255682,6.77681,4.83141
45900,0,41430.9,265.853,225605,0,0
45900,7,41328.3,372.151,225602,42.7784,39.6898
45900,14,40176.8,1013.59,226112,120.459,120.112
45900,21,38317.3,1669.35,227315,195.297,201.595
45900,28,35709,2338.61,229254,270.272,255.607
45900,35,31492.6,3318.78,232491,382.041,372.768
45900,42,28192.7,3122.49,235987,334.28,320.393
45900,49,24970.6,2872.35,239459,302.141,311.229
45900,56,22356.1,2641.63,242304,273.036,247.208
45900,63,20481.4,2097.62,244723,205.085,227.751
45900,70,19078,1390.45,246834,126.386,124.984
45900,77,18310.8,855.336,248136,75.0206,70.1209
45900,84,18179.8,577.772,248544,51.4241,54.963
45900,91,18122.1,352.977,248827,30.6229,40.4337
45900,98,18183.8,198.106,248920,16.881,17.9297
45900,105,18443.6,120.503,248738,10.5144,7.75477
45900,112,18847.1,90.1558,248365,8.19124,12.7104
45900,119,19222,60.5555,248019,5.45396,6.70618
45950,0,19560.8,229.647,247512,0,0
45950,7,19668.9,248.34,247385,50.9006,58.7988
45950,14,19206.1,581.286,247515,125.019,110.255
45950,21,18444.2,867.047,247991,183.916,186.338
45950,28,17329.1,1151.39,248822,241.861,212.477
45950,35,15363.4,1631.81,250307,342.803,263.487
45950,42,14004.6,1441.5,251856,280.524,314.777
45950,49,12724.1,1333.43,253245,258.869,299.885
45950,56,11668.3,1299.75,254334,250.841,247.083
45950,63,10929.5,1065.02,255307,195.739,182.749
45950,70,10433.9,715.21,256153,123.127,149.294
45950,77,10258.9,444.804,256598,74.6188,78.2473
45950,84,10361.4,311.533,256629,53.5657,33.9408
45950,91,10533.7,191.635,256577,32.2296,36.2036
45950,98,10797.3,104.472,256400,17.3419,23.9801
45950,105,11157.5,63.7156,256081,10.9714,15.5919
45950,112,11565.3,52.3783,255684,9.46452,4.74494
45950,119,11973,35.9469,255293,6.42719,0.891711
46000,0,30413.1,254.967,236634,0,0
46000,7,30387.7,344.515,236570,50.9018,50.4441
46000,14,29595.4,842.596,236864,129.797,167.734
46000,21,28278.5,1357.92,237666,205.563,169.037
46000,28,26403.6,1892.74,239006,282.899,295.967
46000,35,23275.5,2693.32,241333,400.339,421.182
46000,42,20722.2,2588.84,243991,356.451,368.132
46000,49,18205.2,2399.9,246697,322.605,359.704
46000,56,16186.9,2202.94,248912,289.468,359.278
46000,63,14731.3,1749.98,250821,216.199,158.377
46000,70,13674.6,1160.97,252466,132.457,134.164
46000,77,13143.4,714.176,253444,78.4235,72.0294
46000,84,13104.5,483.215,253714,54.0787,36.6871
46000,91,13144.6,295.923,253861,32.2564,37.343
46000,98,13292.9,165.804,253843,17.7502,20.2663
46000,105,13593.7,101.011,253607,11.1606,11.7524
46000,112,13995.5,76.9368,253230,8.94291,4.35313
46000,119,14384.2,52.1576,252866,6.00448,7.59748
46050,0,27847.6,204.837,239250,0,0
46050,7,27972.2,296.831,239033,32.0138,39.3253
46050,14,27294.4,877.453,239130,102.888,84.5789
46050,21,26062.4,1527.51,239712,171.762,169.772
46050,28,24161.7,2280.39,240860,248.707,238.766
46050,35,21035,3352.33,242915,358.187,419.482
46050,42,18450.7,3500.75,245351,332.56,331.048
46050,49,15834.6,3477.41,247990,314.433,298.749
46050,56,13664.6,3275.69,250362,281.061,303.381
46050,63,12096.4,2737.73,252468,212.855,242.57
46050,70,10942.6,1999.14,254360,137.959,145.34
46050,77,10273.9,1358.68,255669,87.3653,83.7404
46050,84,10066.1,946.948,256289,60.911,61.6454
46050,91,10003.8,619.918,256678,38.3319,39.6813
46050,98,10080.5,385.055,256836,23.2418,34.1203
46050,105,10310.4,246.514,256745,15.3145,16.8812
46050,112,10648.2,174.383,256479,11.4762,13.6669
46050,119,11005.6,118.625,256178,7.80793,7.06399
46100,0,13060.5,169.189,254072,0,0
46100,7,13304.1,154.903,253843,43.1462,39.9188
46100,14,13068.6,415.287,253818,122.08,135.059
46100,21,12649.9,601.29,254051,174.778,211.326
46100,28,11978.6,787.271,254536,227.215,162.567
46100,35,10678.2,1134.39,255489,328.476,264.973
46100,42,9867.25,963.262,256471,259.051,249.007
46100,49,9102.76,902.347,257297,244.267,228.362
46100,56,8440.48,912.686,257949,246.815,288.71
46100,63,8000.26,755.19,258547,195.376,250.415
46100,70,7760.48,503.925,259038,122.917,137.264
46100,77,7762.87,311.09,259228,74.4999,88.0443
46100,84,7947.29,222,259133,54.7854,40.9247
46100,91,8197.74,135.497,258969,32.836,22.3781
46100,98,8528.67,70.9093,258702,17.0469,16.7625
46100,105,8926.76,42.9544,258332,10.778,8.17813
46100,112,9346.52,37.8911,257918,9.95717,11.1838
46100,119,9770.38,25.983,257506,6.7599,8.42158
46150,0,24052.8,266.338,242983,0,0
46150,7,24047.7,355.49,242899,54.7083,58.7694
46150,14,23368.4,812.68,243121,131.655,162.723
46150,21,22223.9,1288.68,243789,204.489,200.98
46150,28,20573.6,1784.31,244944,278.595,299.126
46150,35,17843,2501.25,246958,386.562,329.409
46150,42,15606.2,2380.18,249316,334.935,243.895
46150,49,13551.1,2174.23,251577,296.649,272.603
46150,56,12098.5,1991.35,253212,265.634,238.646
46150,63,11081.8,1596.82,254623,199.388,194.713
46150,70,10344,1079.3,255879,123.61,109.838
46150,77,10012.7,680.79,256609,74.8958,76.0857
46150,84,10052.6,468.652,256781,52.7478,61.5814
46150,91,10165.2,293.045,256844,32.1053,38.8412
46150,98,10373.8,168.335,256760,18.1307,16.5977
46150,105,10699.5,104.102,256498,11.6381,9.52267
46150,112,11097.1,79.1806,256126,9.38642,10.5867
46150,119,11494.9,54.1887,255753,6.37484,6.97281
46200,0,28792.7,179.665,238330,0,0
46200,7,28846,266.114,238190,40.5343,48.3272
46200,14,27990.1,829.72,238482,129.223,134.115
46200,21,26477.1,1428.31,239397,219.995,233.885
46200,28,24313.1,2029.95,240959,309.735,252.886
46200,35,20825,2832,243645,430.156,372.742
46200,42,17767.3,2616.96,246918,368.12,338.809
46200,49,15136,2241.81,249924,305.439,288.811
46200,56,13571.3,1971.8,251759,264.351,250.874
46200,63,12528.9,1515.77,253257,192.597,208.601
46200,70,11761.1,969.433,254571,114.49,108.838
46200,77,11455.5,584.592,255262,66.9709,76.4929
46200,84,11571.9,400.192,255330,47.0127,50.4759
46200,91,11713.9,244.184,255344,28.0465,29.9447
46200,98,11935.2,135.52,255231,15.336,13.8299
46200,105,12278.6,83.4198,254940,9.76058,6.70985
46200,112,12697.5,65.8675,254539,8.0893,8.07686
46200,119,13101.9,45.0717,254155,5.48772,4.28399
46250,0,37294,263.073,229745,0,0
46250,7,37251,358.508,229693,41.6822,56.6663
46250,14,36268.2,952.528,230081,116.092,140.774
46250,21,34665.3,1561.02,231076,186.204,213.409
46250,28,32375.8,2200.73,232725,258.308,249.513
46250,35,28635.4,3150.81,235516,367.354,290.016
46250,42,25743.9,3028.49,238530,325.19,293.124
46250,49,22860.4,2856.9,241585,300.651,284.405
46250,56,20410.4,2667.21,244224,274.521,261.991
46250,63,18626.9,2160.59,246515,208.833,236.1
46250,70,17298,1476.31,248528,131.653,139.491
46250,77,16543.3,933.004,249826,79.7998,90.5678
46250,84,16362,633.08,250307,54.818,68.3532
46250,91,16288.8,392.33,250621,33.014,38.2304
46250,98,16347.2,224.691,250730,18.5379,22.7742
46250,105,16593.5,137.472,250571,11.6294,17.891
46250,112,16974.8,101.101,250226,8.94584,5.80265
46250,119,17342.8,67.9997,249891,5.96638,7.29988
46300,0,30203.1,201.891,236897,0,0
46300,7,30264.2,251.014,236787,42.8611,37.1362
46300,14,29520.8,713.596,237068,124.903,118.281
46300,21,28304.2,1141.23,237857,197.892,168.121
46300,28,26583.6,1562.79,239156,269.055,354.573
46300,35,23670.3,2229.41,241402,384.306,288.314
46300,42,21474.4,2032.79,243795,330.095,357.276
46300,49,19321.3,1861.11,246120,299.933,290.145
46300,56,17492.6,1751.47,248058,279.523,286.371
46300,63,16162.4,1394.03,249746,212.503,252.527
46300,70,15208.5,905.906,251188,129.846,119.594
46300,77,14752.6,544.168,252005,75.9541,73.2713
46300,84,14758.3,371.434,252172,52.857,52.4092
46300,91,14827.4,223.779,252251,31.1653,32.0828
46300,98,15000.2,120.569,252181,16.5536,17.9774
46300,105,15321.2,73.0704,251908,10.3191,9.78483
46300,112,15732.4,58.9839,251511,8.66295,7.1973
46300,119,16123.8,40.0954,251138,5.82953,6.23272
46350,0,18057.2,163.635,249081,0,0
46350,7,18282,163.789,248856,36.3269,26.7
46350,14,17900.4,494.733,248907,115.489,117.683
46350,21,17283.8,737.844,249280,169.89,193.523
46350,28,16342.1,982.523,249977,224.158,209.23
46350,35,14617.1,1417.69,251267,324.133,306.469
46350,42,13513.6,1231.49,252557,261.259,238.938
46350,49,12426.5,1157.05,253718,246.462,266.319
46350,56,11446.8,1153,254702,244.71,253.193
46350,63,10787.4,952.866,255562,193.091,173.937
46350,70,10382.9,642.928,256276,122.584,146.467
46350,77,10265.9,401.258,256635,74.7953,76.0246
46350,84,10385.6,283.043,256633,54.0854,55.715
46350,91,10579.2,173.854,256549,32.5287,26.7596
46350,98,10862.4,93.6569,256346,17.3145,20.0388
46350,105,11232.8,56.9382,256012,10.9188,9.35434
46350,112,11642,47.7168,255612,9.57989,7.89555
46350,119,12053,32.7123,255216,6.49558,5.61854
46400,0,23568.4,240.468,243493,0,0
46400,7,23698.7,293.355,243310,38.6493,33.9164
46400,14,23188.5,728.138,243385,105.39,101.491
46400,21,22306.2,1155.44,243840,161.469,190.24
46400,28,20964.2,1626.29,244712,221.846,219.481
46400,35,18655,2360.65,246286,319.072,278.528
46400,42,16966.8,2329.46,248006,282.025,318.303
46400,49,15225.2,2301.23,249776,273.261,260.855
46400,56,13638,2248.61,251415,259.997,275.492
46400,63,12471.1,1926.88,252904,206.329,236.863
46400,70,11625.7,1425.61,254251,138.809,138.241
46400,77,11135.5,976.51,255190,90.2276,80.9395
46400,84,10991.6,688.886,255622,64.1074,63.0372
46400,91,10982.2,449.442,255870,40.4162,35.5337
46400,98,11104.5,272.966,255925,24.0262,23.2488
46400,105,11364,171.556,255766,15.555,13.5522
46400,112,11714,123.432,255465,11.8371,10.323
46400,119,12083,83.6253,255135,7.98475,8.83758
46450,0,12684.8,251.078,254366,0,0
46450,7,12857.1,214.629,254230,62.5549,67.8548
46450,14,12678.9,406.04,254217,126.996,134.618
46450,21,12347.8,551.339,254403,170.589,187.637
46450,28,11804,704.098,254794,216.523,176.645
46450,35,10687.5,1021.56,255593,315.938,349.17
46450,42,10039.5,862.009,256401,246.908,216.427
46450,49,9395.49,825.757,257081,239.534,288.276
46450,56,8777.87,855.206,257669,248.192,312.996
46450,63,8367.46,718.644,258216,199.586,184.979
46450,70,8163.72,486.675,258652,127.668,108.262
46450,77,8186.07,302.974,258813,78.1101,95.1917
46450,84,8371.37,215.699,258715,57.2946,48.4877
46450,91,8630.58,131.215,258540,34.2166,40.5435
46450,98,8971.24,67.853,258263,17.5425,17.5544
46450,105,9374.48,40.5631,257887,10.9586,11.8633
46450,112,9795.69,35.8523,257470,10.1559,7.05797
46450,119,10221.7,24.4382,257056,6.83765,8.68461
46500,0,36266.8,266.327,230769,0,0
46500,7,36416.8,340.213,230545,22.5868,24.0207
46500,14,35902.5,870.54,230529,67.1908,65.7354
46500,21,34935.4,1478.22,230888,107.904,118.184
46500,28,33349.4,2245.15,231707,157.7,160.257
46500,35,30516.7,3490.23,233295,242.94,287.613
46500,42,28309.4,3835.02,235158,230.912,285.375
46500,49,25768.9,4213.64,237319,248.315,255.14
